,Unnamed: 0,Unnamed: 0.1,ID,User,Date,Text,Latitude,Longitude,Sentiment,frase
11105,11105,11105,1.20889454569121e+18,SandyAboytes,2019-12-22T23:38:14.000Z,Estoy mas cerca de suicidarme que de celebrar navidad.,20.684717,-100.984983,positivo,suicidarme
10137,10137,10137,1.19791019237092e+18,gibranMx,2019-11-22T16:10:20.000Z,@_antoniomuniz @edsonlopezsoler @Maricarmen9827 Ese vato quiere morir,22.283026,-97.8225365,negativo,
9101,9101,9101,1.18690301715878e+18,KaatBryss,2019-10-23T07:11:45.000Z,ya no puedo más,19.328383,-99.15234,negativo,ya no puedo más
1711,1711,1711,1.1017089140627e+18,AlonsotheMex,2019-03-02T05:00:48.000Z,Marzo con M de Me Quiero Morir🙂,19.326146,-99.6050475,positivo,quiero morir
5575,5575,5575,1.14872406922485e+18,Luciaocaa5,2019-07-09T22:42:15.000Z,Se imaginan el día que las veamos así y no por un Challengue ?? 😍  Todo el fandom estará muerto por 9 meses y lo que le sigue ...🙄   Quiero quiero quiero un Pochosaurito ❤️😍 o una Mini Danielita 😭❤️ https://t.co/Fm1qtI5HdY,18.4528265,-91.6332875,positivo,
7979,7979,7979,1.17561382211315e+18,MiguelDzul17,2019-09-22T03:32:31.000Z,Ya no puedo más con su asquerosa heteronormatividad  😩,19.0322295,-98.1542665,negativo,ya no puedo más
4145,4145,4145,1.13251687593672e+18,MitziJimenez_,2019-05-26T05:20:39.000Z,"Sabes que ya no puedes continuar una conversación buena con un men cuando te dice: por cierto, que guapa te ves en tu foto de perfil.",19.183953,-96.2293965,positivo,
6748,6748,6748,1.1623285533269e+18,DiegoVaFo,2019-08-16T11:41:36.000Z,@carovvc @dramasmentales Me quiero morir,19.2843215,-99.655676,negativo,quiero morir
5577,5577,5577,1.14875384286933e+18,FerEstrellas,2019-07-10T00:40:33.000Z," Yo, que he sobrevivido a cien lanzas y he hecho temblar el vientre del desierto con uno solo de mis carros, perdí ante tus ojos mi última batalla.   Ser cobarde en amor equivale a estar muerto .",19.380613,-99.1614805,negativo,estar muerto
4903,4903,4903,1.1406305555681e+18,mayito_64,2019-06-17T14:41:30.000Z,"@luispazos1 No mamar en qué estamos cayendo, esto no puede seguir así, solo lleva 6 meses, es triste y lamentable para 🇲🇽!! Urge un llamado a unidad, el país está dividido y el único beneficiado es el Gobierno!! Por Mexico le deseo que le vaya bien al presidente, pero no tiene la capacidad!!",21.09806,-101.601401,negativo,
2991,2991,2991,1.12072853092755e+18,elcarlton_,2019-04-23T16:37:58.000Z,Lo bueno de ser soltero es que no tengo a ninguna vieja reclamándome por mojar las almohadas de lagrimas a la hora de dormir deprimido.,25.6417185,-100.2935915,negativo,deprimido
2422,2422,2422,1.11294963215643e+18,LindaAz11202299,2019-04-02T05:27:24.000Z,@ImagenTVMex Pobre México en todo le va mal hasta en eso segundo lugar en obesidad adulta primer lugar en obesidad infantil eso sí está horrible Y esa niña en vez de llorar debería de poner atención a lo que le está pasando si es que está deprimida o porque está así saludos,19.56828,-99.0444445,negativo,deprimida
10462,10462,10462,1.20136303755218e+18,acertijo_m,2019-12-02T04:50:43.000Z,Ya quiero que se acabe #LaAcademiaEstá estaba mejor Twitter con @MasterChefMx,19.542054,-96.886083,positivo,quiero que se acabe
7278,7278,7278,1.16786732128671e+18,anagonzaleez68,2019-08-31T18:30:41.000Z,"@TlacaelelRey Ya no puedo más con esto, de verdad, el sentimiento que siento, cada que lo veo, es nuevo en mí. Lo juro.",20.7152745,-100.4405945,negativo,ya no puedo más
4411,4411,4411,1.13514425428666e+18,AnavicAOr,2019-06-02T11:20:54.000Z,Ya no puedo seguir llegando a esta hora a mi casaaaa😴,20.790657,-103.4847745,negativo,no puedo seguir
7754,7754,7754,1.17303415087562e+18,JoranJustiniani,2019-09-15T00:41:50.000Z,"@SweetyPonny Vivo una infelicidad irónica divertida, no me quiero morir pero ojalá.",16.7424355,-93.1396595,negativo,quiero morir
7900,7900,7900,1.17467669020486e+18,RAULVAZQUEZVELA,2019-09-19T13:28:42.000Z,@PedroFerriz Eso no puede seguir así al rato todos los  presos van a estás libres y luego porque se incrementan los Robos asecinatos   violaciones y y secuestros amlo tiene caca en el cerebro no creen .,19.3427885,-99.050461,negativo,
1151,1151,1151,1.09358779945706e+18,EsmeeHernandeez,2019-02-07T19:10:23.000Z,A veces quisiera no volver a despertarme,25.6417185,-100.2935915,positivo,a veces quisiera no volver a despertarme
8032,8032,8032,1.17621346245377e+18,ErendidaDiany,2019-09-23T19:15:17.000Z,"Todos los órganos: (Trabajando las 24 horas al día para que viva)  Yo: me quiero morir  Todos los órganos: a bueno, chinga tu madre güey 😜",25.4824435,-99.8149515,positivo,quiero morir
10441,10441,10441,1.20115606817024e+18,gersainirra,2019-12-01T15:08:17.000Z,@KetitoPalaz Por que no puedes seguir?,17.0863245,-100.411043,neutro,
6564,6564,6564,1.15963406602446e+18,_limonagrio,2019-08-09T01:14:40.000Z,Yo escucho Coldplay y me entran unas ganas de suicidarme una cosa muy hpta.,19.432836,-99.153366,positivo,suicidarme
9731,9731,9731,1.19365824426419e+18,yoannaguzman02,2019-11-10T22:34:37.000Z,Worst feeling is leaving el rancho bien deprimida 😔 https://t.co/PRNFuMkeSS,22.335244,-102.878548,negativo,deprimida
3365,3365,3365,1.12470939604961e+18,LuisCervantez,2019-05-04T16:16:30.000Z,"Me puse a ayudarle a mi compañera a llevar a una paciente a US, y le pregunté si podía caminar para pasarla a la silla de ruedas, resultó que la PACIENTE NO TENÍA UNA PIERNA, PERDÓNAME DIOS MÍO, me quiero morir😭",22.3111195,-100.955511,negativo,quiero morir
4333,4333,4333,1.13425271596861e+18,Yanetnc1,2019-05-31T00:18:15.000Z,ya no puedo más con ese calor,19.183953,-96.2293965,negativo,ya no puedo más
5886,5886,5886,1.15223455345455e+18,PaolamoBrito,2019-07-19T15:11:39.000Z,Ayer si jijiji jajaja y hoy me quiero morir,19.1650145,-98.4862845,indeterminado,quiero morir
4402,4402,4402,1.13500566573754e+18,androgalindo,2019-06-02T02:10:12.000Z,"me trepo al expreso y de camino a mi casa pienso que ya no quiero ser yo, sólo un nuevo comienzo en un nuevo camino",15.7724675,-90.224221,positivo,no quiero ser yo
621,621,621,1.08679800044837e+18,rodozavala,2019-01-20T01:30:09.000Z,"Hasta siento que el Pachuca Juega deprimido, Paco Ayestaran creo que no llega a la mitad del campeonato",25.6417185,-100.2935915,negativo,deprimido
10122,10122,10122,1.19770683487578e+18,CyndyLara7,2019-11-22T02:42:16.000Z,"Empecé el año soltera, haciendo mal tercio en la relación de mi bf, corazón roto y deprimida // terminándolo con novio, Feliz, amante de la vida, cero depre, llena de Loveee https://t.co/mS7HYuC2z1",32.3328765,-116.929102,negativo,deprimida
4565,4565,4565,1.13674465294037e+18,MikeWasouski,2019-06-06T21:20:19.000Z,"@hhappymeal Hahaha, es como estar muerto en vida?",17.9763655,-98.399624,negativo,estar muerto
6868,6868,6868,1.16353627555259e+18,GaboCh93,2019-08-19T19:40:40.000Z,"Pase tanto tiempo defendiendo a Dembelé con mi hermano que lo atacó desde el principio y después de dos años no puedo seguir haciéndolo, que se vaya por Dios, otra vez lesionado y ¡¡5 SEMANAS!! #ALCARRER",15.7724675,-90.224221,negativo,no puedo seguir
1717,1717,1717,1.10183562297996e+18,ciudadanosvig,2019-03-02T13:24:18.000Z,Esto no puede continuar ya asi próximamente esperamos poner en marcha nuestro programa TOLERANCIA CERO,18.933812,-99.260819,positivo,
891,891,891,1.08989839290033e+18,alexagarzx,2019-01-28T14:50:00.000Z,"Me vine caminando desde cerradas de cumbres hasta el tecmi, me quiero morir",25.6417185,-100.2935915,negativo,quiero morir
9039,9039,9039,1.18641319442164e+18,vero_ruedag,2019-10-21T22:45:22.000Z,Una raya más al pinche tigre. Me quiero morir 😭,19.3427885,-99.050461,negativo,quiero morir
318,318,318,1.08367911132166e+18,mdzanthrax,2019-01-11T10:56:48.000Z,ya me quiero morir con unas perlas negras,19.328383,-99.15234,negativo,quiero morir
8727,8727,8727,1.18304672016445e+18,KOKKOZAMBRANO,2019-10-12T15:48:12.000Z,Es el community Manager de @rlizarraga13 ?   ESTOOOOOO NO PUEDE SEGUIR PASANDOOOO!,28.9698625,-111.498181,indeterminado,
2706,2706,2706,1.11705337977423e+18,wirbelmx,2019-04-13T13:14:14.000Z,"@chivassolis Me representa hoy, la ventaja es que ya estoy de vacaciones 🤗, la desventaja es que ya no puedo seguir durmiendo hasta tarde 😵😡",18.135455,-94.432482,negativo,no puedo seguir
6276,6276,6276,1.15628007306819e+18,jfsantillan,2019-07-30T19:07:06.000Z,"Ahora sí no entiendo nada: @MiguelCarbonell en su artículo  Jugando con Fuego  (El Universal, 30/7/19) escribe:  El tema es un fantasma que debería estar muerto, pero se agita y parece revivir desde el discurso gubernamental.  ¿Hay fantasmas vivos? ¿O que todavía no han muerto?",19.199485,-99.208364,negativo,estar muerto
7364,7364,7364,1.16868991856386e+18,yulissaportosg,2019-09-03T00:59:24.000Z,Y de repente sientes que ya no puedes más...,25.5835005,-100.482749,negativo,
3640,3640,3640,1.12728134391272e+18,AdiAndrew,2019-05-11T18:36:30.000Z,queeeee pd con mi antojo de torta jajajaa no puedo seguir así,19.0322295,-98.1542665,positivo,no puedo seguir
6361,6361,6361,1.15736278364356e+18,jameslover2312,2019-08-02T18:49:25.000Z,Es mi último día en Cananea y yo solo me quiero morir,30.9902645,-110.2059595,negativo,quiero morir
8615,8615,8615,1.18208227433609e+18,HctorGabrielGo2,2019-10-09T23:55:50.000Z,Miren esto no puede seguir así #EcuadorSOS https://t.co/e1F4sSHokF,22.560886,-98.082815,neutro,
7946,7946,7946,1.17509904196697e+18,Ceciaranjon,2019-09-20T17:26:58.000Z,"Ni porno me dan ganas de ver, así de triste y deprimida estoy 🙂🙂🙂",22.283026,-97.8225365,negativo,deprimida
10453,10453,10453,1.20132565380889e+18,nakahomie,2019-12-02T02:22:10.000Z,Ya me quiero morir... otra vez,20.790657,-103.4847745,negativo,quiero morir
5124,5124,5124,1.14316397578752e+18,vexlink,2019-06-24T14:28:25.000Z,"Somos la generación más floja, más desorganizado, más deprimida, más enojada, más pendeja y los que vamos a mantener a los que nos dicen esas cosas.",29.8935655,-95.584618,negativo,deprimida
8052,8052,8052,1.17635063247265e+18,andresgvb,2019-09-24T04:20:20.000Z,"@Donvix https://t.co/KtfOMV74cD Niños descacharrados que solo sirven para que otros hagan negocio; un día cuando ya dejaron de ser útiles, y nadie se acuerda de ellos, acaban de drogadictos, deprimidos o en algo peor.",19.328383,-99.15234,negativo,deprimido
6851,6851,6851,1.16338244934015e+18,marioebunbury,2019-08-19T09:29:25.000Z,"“Ya no puedo más, llevo tres días sin soñar, Ya cuatro noches sin cantar, un buen tiempo sin alguien con quien hablar. No sé si estoy tan bien O si es sólo un poco solo y no lo acepto, Y un poco de miedo al analizar...”",20.7152745,-100.4405945,negativo,ya no puedo más
7415,7415,7415,1.16932090687281e+18,juanjose_e7,2019-09-04T18:46:43.000Z,"Como mierda te olvido? Que cosa tengo que hacer, a dónde voy, que debo tomar, wey no puedo olvidarte ni siquiera la mitad de lo que tú a mi, a veces siento que ya no puedo más",23.46814,-106.2717475,negativo,ya no puedo más
3986,3986,3986,1.13110396957568e+18,JezzellHH,2019-05-22T07:46:15.000Z,"No entiendo mi obsesión con la ortografía, leo algo mal escrito y siento que quiero morir.",15.7724675,-90.224221,negativo,quiero morir
7393,7393,7393,1.16903096462387e+18,AlondraArizmen6,2019-09-03T23:34:36.000Z,"Hay veces que quisiera gritarle a todo él mundo que no estoy bien, que ya no puedo más.",17.3916575,-99.7241815,negativo,ya no puedo más
2666,2666,2666,1.11651874158667e+18,Cris_Catalaan,2019-04-12T01:49:46.000Z,"Esto de ser Servidor Publico y Delegado me está matando físicamente, la verdad ya quiero que termine el año 😫",20.545447,-99.1877665,negativo,quiero que termine
4421,4421,4421,1.13528309826497e+18,aleaboncee14,2019-06-02T20:32:37.000Z,Quiero llorar de lo gorda que estoy nms ya me quiero morir,20.790657,-103.4847745,negativo,quiero morir
2743,2743,2743,1.11758112148577e+18,ararage_kun,2019-04-15T00:11:17.000Z,"Me quiero morir ese (@ Metro La Paz in Los Reyes Acaquilpan, Me) https://t.co/emVyfEHSbN",19.35103176,-98.96158218,neutro,quiero morir
9383,9383,9383,1.19015971031132e+18,RebecaHdzG,2019-11-01T06:52:41.000Z,"Es que yo ya no puedo seguir a Miley, me da ñañaras ver sus videos con el wey ese. Te amare a la distancia my darling.",22.270295,-97.916772,negativo,no puedo seguir
6857,6857,6857,1.16344063019184e+18,DenisehDv,2019-08-19T13:20:36.000Z,"@sarahileonleal En la tienda ya'axtal, esta casi frente a Mr. pampas por el paso deprimido. Cuestan 450.",20.941035,-89.623611,negativo,deprimido
7469,7469,7469,1.16972239470699e+18,gusipacio,2019-09-05T21:22:05.000Z,¿Dónde está el botón de  detener todo  en esta vida? Ya no puedo más 🥺,19.0742235,-98.3340725,negativo,ya no puedo más
10066,10066,10066,1.19719125492633e+18,NegraPenagos,2019-11-20T16:33:32.000Z,Es bien bonish poder consultarle a alguien qué chingado te pasa jajajaja al menos ya sé que no me voy a morir. Solo seré #SpiderGirl  Gracias @SofiHrdz,20.506148,-97.6822395,positivo,
5451,5451,5451,1.14730571806585e+18,emiliavl,2019-07-06T00:46:13.000Z,O sea vas a estar muerto. Puedes pedir lo que quieras.,19.380613,-99.1614805,negativo,estar muerto
7166,7166,7166,1.16685899894073e+18,silviara2002,2019-08-28T23:43:59.000Z,"@AntonioAttolini @danjtorres Así es , no es el medicamento principal , ademas este medicamento no se toma diario . Pero mientras ya circularon hasta un video de un Niño que no se quiere morir , hasta donde llega la desinformación ?",19.4320755,-99.087817,negativo,
9905,9905,9905,1.19534083117711e+18,_sepjjjjjjjjj,2019-11-15T14:00:37.000Z,Ya no puedo más llevo tres días sin soñar y cuatro noches sin cantar,19.183953,-96.2293965,negativo,ya no puedo más
10031,10031,10031,1.19689496016065e+18,DrekssMm,2019-11-19T20:56:10.000Z,"Estoy entre que quiero morir, pero me acuerdo de él y me siento en las nubes...",32.3328765,-116.929102,negativo,quiero morir
10921,10921,10921,1.2065914705071e+18,empagon,2019-12-16T15:06:38.000Z,"No puedo seguir sintiendo tanto estrés como un señor de 40 años casado y con hijos neta, que dlv",19.601414,-90.27714,negativo,no puedo seguir
2611,2611,2611,1.11599287656611e+18,ZaaTerciopelo,2019-04-10T15:00:10.000Z,"Ni yo!!! Esa era mi versión deprimida, mermada, eclipsada.",19.4299345,-99.2115105,negativo,deprimida
8981,8981,8981,1.1857818748634e+18,LuisRodriguezFr,2019-10-20T04:56:44.000Z,"Pues ya amigos: hoy fue la última cita, mi hermano ya está bien y espero no tengamos que volver a un hospital en mucho tiempo; Gracias por sus palabras estas semanas. Me alegra saber que ya no estaré muerto por aquí y en twitch",19.432836,-99.153366,positivo,
6512,6512,6512,1.15910623189984e+18,zetaBerrueta,2019-08-07T14:17:15.000Z,"Cada PERRA vez que mi g-fecito entra a mi cuarto es para decirme algo importante y necesario y luego echarle un vistazo y a mis cosas y preguntar  oie i xq está tan tirado??   Nmms papá, porque estoy deprimida, déjame en paz. Si me tienes que decir algo dímelo en la sala y BÓTATE",20.790657,-103.4847745,negativo,deprimida
7482,7482,7482,1.169962618918e+18,Adrylig,2019-09-06T13:16:39.000Z,Casi igualitos... *me quiero morir!!! 😭😭😭*,20.1056375,-98.775808,negativo,quiero morir
7250,7250,7250,1.16763281941522e+18,Espitirusanto1,2019-08-31T02:58:52.000Z,@elnegratzo PERDON SÍ?!!!!! Es que ya me quiero morir,19.183953,-96.2293965,negativo,quiero morir
7933,7933,7933,1.17493041933196e+18,RollingRoca,2019-09-20T06:16:55.000Z,"Yo soy más estreado, menos ansioso, y más deprimido que la persona promedio. https://t.co/J0pRDrN2HA via @idr_labs",19.518656,-99.1158905,negativo,deprimido
19,19,19,1.08022034139229e+18,BenjaBorderline,2019-01-01T21:52:53.000Z,"Mamá solo me deseo que este año logré ser feliz, por qué casi todo el 2018 me la pasé deprimido...",20.536509,-97.4474945,negativo,deprimido
9062,9062,9062,1.18664521547139e+18,CaraDeNaranja,2019-10-22T14:07:20.000Z,"En Twitter es bien sabido que las cosas no son serias, solo hablamos de miserias y uno vive deprimido.  Hoy la muerte ha venido a cumplir nuestras plegarias de formas estrafalarias.  Y me doy a la tarea de que todo mundo vea  cuáles son sus muertes varias:",19.318042,-99.2480095,negativo,deprimido
7234,7234,7234,1.16751341220662e+18,fergmlapaz,2019-08-30T19:04:23.000Z,"@omarfayad no puede seguir violentando el derecho a la manifestación pacífica, el @gobiernohidalgo no cumple y reprime. #OmarFayadRepresor https://t.co/dXoPcEnhiF",19.360683,-98.9473385,negativo,
1433,1433,1433,1.09729274001718e+18,PoleethAcosta,2019-02-18T00:32:30.000Z,Me siento gorda deprimida comiendo mientras escucho a matisse a todo volumen,19.0155025,-96.152785,negativo,deprimida
1170,1170,1170,1.09373202250839e+18,raulolivos8,2019-02-08T04:43:29.000Z,@Guarromantico_ Tírate al suelo y finge estar muerto!! Lo dice la constitución en las letras chiquitas del artículo 4,19.6415715,-99.3911885,neutro,estar muerto
2686,2686,2686,1.11674919857623e+18,MeninoLambrini,2019-04-12T17:05:31.000Z,"A mi crush le gusta mi mejor amigo. Ya no espero nada de la vida porque siempre salgo decepcionado, ME QUIERO MORIR.  TE ODIO @DimeCharlotte, NO PUEDO COMPETIR CONTRA TI. https://t.co/oLKUbA2vhV",22.3111195,-100.955511,positivo,quiero morir
6940,6940,6940,1.16435727333172e+18,Mafanitaa,2019-08-22T02:03:01.000Z,"No quiero que se acabe este momento que estamos mi hermano, mi mamá y yo metidos en mi  cama porque podremos tomar un momento el teléfono pero nuestros piecitos se están tocando.",19.3343475,-97.922756,negativo,quiero que se acabe
10262,10262,10262,1.19933118084101e+18,Danniarreguin,2019-11-26T14:16:50.000Z,Yo solo le comente un tuit donde andaba bien deprimido y termino siendo mi mejor amigo 💖 https://t.co/sG4IYRrmsv,20.673542,-101.3403935,positivo,deprimido
7449,7449,7449,1.16960800857958e+18,ernestofuca,2019-09-05T13:47:34.000Z,@PsychoCthulhu Creo que tu pug está deprimido 😂☹️,17.090319,-96.7250025,negativo,deprimido
5649,5649,5649,1.14945587841384e+18,frnndmrn,2019-07-11T23:10:11.000Z,No quiero que se acabe el pastel 😞🤤,25.8365675,-98.362531,negativo,quiero que se acabe
6359,6359,6359,1.15734414427399e+18,Rodri_Haro30,2019-08-02T17:35:21.000Z,Llevo 4 horas rodeado de niños de alrededor 4 a 6 años y YA NO PUEDO MÁS.,23.46814,-106.2717475,negativo,ya no puedo más
9895,9895,9895,1.19517900659483e+18,pao_floo,2019-11-15T03:17:35.000Z,Jajjajajajajajaja pinché monchis siempre quiere morir atropellado,21.09806,-101.601401,indeterminado,
2504,2504,2504,1.11385883341853e+18,javi_reylez,2019-04-04T17:40:15.000Z,Ventajas de estar muerto: • Te le puedes subir a cualquiera...   😈,19.1193045,-98.2613415,negativo,estar muerto
1067,1067,1067,1.09222460227164e+18,alejandraEvia_,2019-02-04T00:53:32.000Z,"Ahora que estas aquí, no quiero que termine",18.0879725,-93.2139685,negativo,quiero que termine
941,941,941,1.09048132075983e+18,victormcp,2019-01-30T05:26:21.000Z,@dimefolk @itzalice Yo nomás quiero que se acabe el año.,28.9698625,-111.498181,negativo,quiero que se acabe
7627,7627,7627,1.17150288159103e+18,AngelCeerv,2019-09-10T19:17:07.000Z,Ya no puedo más,25.6417185,-100.2935915,negativo,ya no puedo más
4625,4625,4625,1.13739137129432e+18,FerP20,2019-06-08T16:10:09.000Z,Ya leí los comentarios de ese  crack  y me quiero morir alv,29.838495,-95.4464865,negativo,quiero morir
7634,7634,7634,1.17158183988408e+18,Gabinthehouse,2019-09-11T00:30:52.000Z,Ya quiero terminar con todo esto.,23.6254185,-102.5580375,negativo,quiero terminar con todo
10662,10662,10662,1.20375130109331e+18,JosLuisFriasHe1,2019-12-08T19:00:49.000Z,"@valensalazar01 @camilagil0101 No te preocupes estarán bien, dales a tragar las pastillas q tienen en sus manos, y lo haces dandoles a beber,., Bien para acabar el juego y dejarlas en paz simplemente as esto,agarra sus celulares y ponlos de modo q les estén grabando,el tuyo grabando te gusto con esta cámara de",19.432722,-99.0170165,negativo,
5696,5696,5696,1.15020059552302e+18,LizFer92,2019-07-14T00:29:26.000Z,"Cuando ya no pueda más, voy a salir a volar, voy a buscarte.",19.0322295,-98.1542665,negativo,
2608,2608,2608,1.11596286796514e+18,globyslp,2019-04-10T13:00:55.000Z,- Fíjate que no sé lo que quiero  - Estás tonta  - Puede ser que esté deprimida  - No eliminemos la posibilidad de tu estupidez,22.3111195,-100.955511,negativo,deprimida
1198,1198,1198,1.09448260466813e+18,adriijuarezs,2019-02-10T06:26:02.000Z,"Te quiero mucho, pero no puedo seguir sintiéndome así. Perdón, no te quería fallar pero tú me fallaste antes 💔😔😥",19.473794,-99.310428,negativo,no puedo seguir
7495,7495,7495,1.1700758551729e+18,fernandasymonds,2019-09-06T20:46:37.000Z,"@MemoClass @jose_madero Sin Ampersand, el sentirse cansado de estar deprimido, el querer cambiar para sentirse mejor pero el cambio da miedo: olvidar, perdonar, dejar ir...  Da miedo “salir” de donde ya estás, de lo que ya conoces porque podría ser peor a la realidad que vives en este momento.",31.992337,-114.2965185,negativo,deprimido
3493,3493,3493,1.12596700290693e+18,DianaRod9804,2019-05-08T03:33:47.000Z,@BetsyJhg Ya no puedo más jajaja 😭😓,19.1452735,-96.8694575,indeterminado,ya no puedo más
3811,3811,3811,1.12900528548431e+18,soyantonio92,2019-05-16T12:46:50.000Z,Tienes oportunidad de despertar tarde y te despiertas temprano. Y sigues engañándote cerrando los ojos pero ya no puedes seguir dormido.  Así empezó mi #JUEVES #BuenosDiasATodos,19.652724,-101.27577,positivo,
9338,9338,9338,1.18971428486069e+18,Darlanne_DeLeon,2019-10-31T01:22:43.000Z,Ya no quiero estar pensando en ti No puedo seguir Y entre más te respiro Más me siento confundido,20.7152745,-100.4405945,negativo,no puedo seguir
8889,8889,8889,1.18491248882908e+18,Soulfighter,2019-10-17T19:22:06.000Z,@rene_rivas Arre pues pero no me dejes morir solo,28.9698625,-111.498181,negativo,morir solo
3631,3631,3631,1.12720593167298e+18,gabitormz,2019-05-11T13:36:51.000Z,"No me quiero morir, quiero que deje de doler,dejar de pensar, dejar de preocuparme, dejar de culparme, dejar... Que en teoría solo muriendo se logra.",28.774769,-100.6071045,negativo,quiero morir
21,21,21,1.08025263983146e+18,aylinarvaez,2019-01-02T00:01:14.000Z,No quiero que se acabe el día de hoy 🥺,19.542054,-96.886083,negativo,quiero que se acabe
