,Unnamed: 0,ID,User,Date,Text,Latitude,Longitude,Sentiment,frase
11,11,1.08002878174467e+18,WendyC___,2019-01-01T09:11:42.000Z,"Aguanto bailar y bailar por horas, pero en Just Dance, 6 canciones y siento que ya no puedo más, ¡¡Qué pasaaaaaa!!",15.7724675,-90.224221,negativo,ya no puedo más
12,12,1.08006568621348e+18,sallyva19,2019-01-01T11:38:20.000Z,Ya no puedo más!,19.1431005,-96.0989905,negativo,ya no puedo más
13,13,1.08012973807151e+18,javi_reylez,2019-01-01T15:52:52.000Z,"Pues como creo que ya no puedo seguir durmiendo, ¡Pues buenos días!   🙄",18.6588695,-95.498013,negativo,no puedo seguir
14,14,1.08013930464142e+18,Pashushita,2019-01-01T16:30:52.000Z,Quisiera saber qué era lo que veían en birdbox para así saber si vale la pena suicidarme,19.601414,-90.27714,negativo,suicidarme
15,15,1.08020871893397e+18,alecksuxx,2019-01-01T21:06:42.000Z,Me quiero morir 🙃 maldita pinche cruda alv.,20.941035,-89.623611,indeterminado,quiero morir
16,16,1.08021037577639e+18,jardiel_g,2019-01-01T21:13:17.000Z,Ya quiero que se acabe el año alv,21.09806,-101.601401,negativo,quiero que se acabe
17,17,1.08021145847293e+18,Tejedafranco,2019-01-01T21:17:35.000Z,"@revistaproceso Esto, no puede seguir!!! 😡😡😡😡😡😠😡😠😡😠😡",18.8866865,-99.1686505,neutro,NaN
18,18,1.08021221669417e+18,JLHater,2019-01-01T21:20:36.000Z,"3pm, despierto y bastaron tan solo 2segundos para darme cuenta de que no se trató de una pesadilla. Que vacío enorme. Y si, los hombres también lloran por amor perdido, me quiero morir",20.941035,-89.623611,negativo,quiero morir
19,19,1.08022034139229e+18,BenjaBorderline,2019-01-01T21:52:53.000Z,"Mamá solo me deseo que este año logré ser feliz, por qué casi todo el 2018 me la pasé deprimido...",20.536509,-97.4474945,negativo,deprimido
20,20,1.08022567744021e+18,sofiacanojc,2019-01-01T22:14:05.000Z,va empezando el año y yo ya me quiero morir alv,32.1893905,-110.9155735,negativo,quiero morir
21,21,1.08025263983146e+18,aylinarvaez,2019-01-02T00:01:14.000Z,No quiero que se acabe el día de hoy 🥺,19.542054,-96.886083,negativo,quiero que se acabe
22,22,1.08028316218867e+18,libiaGA,2019-01-02T02:02:31.000Z,Va empezando y ya quiero que se acabe el mes 🤣,19.4320755,-99.087817,negativo,quiero que se acabe
23,23,1.0802983750509e+18,8carlosmar,2019-01-02T03:02:58.000Z,Primer día del 2019 y ya me quiero morir,22.283026,-97.8225365,negativo,quiero morir
24,24,1.08029877082111e+18,mauricioraldanr,2019-01-02T03:04:32.000Z,Debería estar muerto pero... aqui estoy.,19.199485,-99.208364,negativo,estar muerto
25,25,1.08029911719935e+18,mauricioraldanr,2019-01-02T03:05:55.000Z,En ocasiones desearia estar muerto.,19.199485,-99.208364,negativo,estar muerto
26,26,1.08031232270977e+18,polamafer,2019-01-02T03:58:23.000Z,Uy ya quiero que se acabe enero!,19.183953,-96.2293965,negativo,quiero que se acabe
27,27,1.08031893590662e+18,mont_maria,2019-01-02T04:24:40.000Z,@Pylyb Jajajaja no puedo seguir así Pilar! Siento que no me respetas 💔 https://t.co/Elr0pxOF1Z,15.7724675,-90.224221,negativo,no puedo seguir
28,28,1.08032207688661e+18,Rubn_ROjaS,2019-01-02T04:37:09.000Z,"Ya quiero que se acabe el 2019, estoy hasta la madre... 😅",18.8466465,-99.2739295,negativo,quiero que se acabe
29,29,1.0803260586484e+18,Nube_Santa,2019-01-02T04:52:58.000Z,"Me estoy hartando de finjir que me tomo mis pastillas, ya quiero que termine este tratamiento inesesario casi desde el principio.",20.6970525,-105.1485805,negativo,quiero que termine
30,30,1.08035496377835e+18,PokzBo,2019-01-02T06:47:50.000Z,@AliciaAlarcon @Mussollinni Ya no puedo más con ese señor pero sobretodo con sus seguidores.,19.199485,-99.208364,neutro,ya no puedo más
31,31,1.08035735003113e+18,Uriel_Benya,2019-01-02T06:57:18.000Z,Dentro de poco sentiré lo que es estar muerto. 👨🏿‍🚀,19.0322295,-98.1542665,negativo,estar muerto
32,32,1.08035994761394e+18,rsulaIguarn2,2019-01-02T07:07:38.000Z,"Ay jijoles!! Alguien tuiteó “si quieren guerra,guerra tendrán!! Somos 30 millones contra el EZLN” Ah cabrón pos a los 30 millones réstenle UNA,que chingaos yo paso,nombre ahí mátense entre ustedes. Yo quiero morir de viejita en mi casita,nel paso sin ver. Bajan en la esquina!!!",31.452274,-106.568008,negativo,quiero morir
33,33,1.08037828355083e+18,karlarenatar,2019-01-02T08:20:29.000Z,no he dicho que me quiero morir,25.736715,-100.270474,negativo,quiero morir
34,34,1.0803879752156e+18,sunriserandy,2019-01-02T08:59:00.000Z,"Y solo le marcaba a Emmanuel para llorar por video llamada. Jajajajajajajaja estaba deprimida aislada en un sillón en FIN DE AÑO!! Y sin comer por que me llevaron con él médico de gastos mayores y dijo que me iban a meter a QUIROFANO, NO MAMES!  Solo me quedaba llorar.",19.128538,-104.36338,negativo,deprimida
35,35,1.08039071919642e+18,KennethMaRa,2019-01-02T09:09:54.000Z,Me dieron ganas de suicidarme,24.7629195,-100.3331965,negativo,suicidarme
36,36,1.08039191452693e+18,sunriserandy,2019-01-02T09:14:39.000Z,"Nombre pues entonces estaba deprimida Demacrada, triste, hambrienta, y en la casa habías demaciadooo alcohol entonces imagínense me sentía como alcohólico en aa.  Pero como ya estaba pasando mucho rato y nomas no me hablaban, empecé a tomar a escondidas de mis papás (obvio)",19.128538,-104.36338,negativo,deprimida
37,37,1.08046146195527e+18,joseluisgcureno,2019-01-02T13:51:01.000Z,"La 4T debe garantizar justicia ante los asesinatos de Presidentes Muncipales, y reaccionar a favor de las garantías a que tienen derecho en su misión de gobernar lo local; la indiferencia que hubo durante los gobiernos del #PRIAN no puede seguir siendo la respuesta. @A_Encinas_R",19.56828,-99.0444445,neutro,NaN
38,38,1.08046791213204e+18,ariananaahirr,2019-01-02T14:16:39.000Z,"Saben que me dijo el médico? Qué tengo vértigo si VÉRTIGO y estoy en México, quién hace todas las excursiones por mi? Es un buen día para suicidarme",21.048719,-87.0316645,positivo,suicidarme
39,39,1.08047063548949e+18,mildredberron,2019-01-02T14:27:28.000Z,Neta me quiero morir hoy,19.601414,-90.27714,negativo,quiero morir
40,40,1.0804773001421e+18,IpsumLM,2019-01-02T14:53:57.000Z,Muero de hambre y de hambre no me quiero morir... Ya bajé mucho de peso... 😖😖😖😖😖😖😖😖😞 https://t.co/Q96c2tpdiZ,16.755118,-93.082156,negativo,quiero morir
41,41,1.08048568930367e+18,galiggoi,2019-01-02T15:27:17.000Z,Primera deprimida de el año ✔️  Ya para 2020 no me deprimo ¡Ljjj!,16.305385,-92.623898,negativo,deprimida
42,42,1.08049567109708e+18,aahdzv,2019-01-02T16:06:57.000Z,"El señor del antojo Veracruzano cuando piensa regresar de Veracruz, ya es Enero 2 señor no mamar no puedo seguir desayunando mugrero del Oxxo.",25.8365675,-98.362531,neutro,no puedo seguir
43,43,1.08051628170974e+18,franciscocarr,2019-01-02T17:28:51.000Z,Ya quiero que se acabe el año :/,20.835845,-105.2845295,negativo,quiero que se acabe
44,44,1.0805327127154e+18,vero_Qarranco,2019-01-02T18:34:08.000Z,"Casi me rompo la nariz por andarme desmayando, como va su segundo día del año?   *que feo es que se te apague el switch, no te creas diosito no me quiero morir*",22.3111195,-100.955511,negativo,quiero morir
45,45,1.08053292307229e+18,OscarynCervant1,2019-01-02T18:34:58.000Z,Ok! Me croop! Todo lo que ya pasado es gracias a ti. Y yo aquí... Si me deprimido no me molesten Ok!,21.5650155,-102.201042,negativo,deprimido
46,46,1.08053642768177e+18,rubbestrada,2019-01-02T18:48:54.000Z,Lo que iba como el mejor día de mi vida laboral se transformo en el día de más estrés y ajetreo y me quiero morir.,19.4299345,-99.2115105,negativo,quiero morir
47,47,1.08058158795002e+18,CarMauTorr,2019-01-02T21:48:21.000Z,Llevo dos días del año y ya quiero que se acabe.,19.380613,-99.1614805,negativo,quiero que se acabe
48,48,1.08059341992627e+18,meredithci,2019-01-02T22:35:22.000Z,Soy una carga para todos xq existo 😥☹️,26.8782035,-101.220857,negativo,soy una carga
49,49,1.08059684625754e+18,davidhdzb,2019-01-02T22:48:59.000Z,"Si la soledad te hace creer que ya no puedes seguir por tu camino, no dudes que siempre me encontrarás al otro del celular.",23.685934,-99.187904,negativo,NaN
50,50,1.08062950407732e+18,fervillasenor_g,2019-01-03T00:58:45.000Z,"WEY SÍ  mi abuela el día de su cumple dijo “ya no quiero cumplir años” y mi papá le dijo “ya sé má, ya mejor no crezcas” y mi abuela culera dijo “no, en serio, ya no quiero cumplir años, ya me quiero morir” WEEYY?",32.3328765,-116.929102,negativo,quiero morir
51,51,1.08063583732527e+18,raton43mch,2019-01-03T01:23:55.000Z,GRACIAS POR COMENZAR EL 2019 ASI Y ASI QUIERO QUE TERMINE VIAJANDO......! en Templo De Tepoztécatl https://t.co/CpMeffJ1Ei,19.000818,-99.10139,negativo,quiero que termine
52,52,1.08067017160017e+18,ruz_alex,2019-01-03T03:40:21.000Z,"Ya no puedo más, te extraño. 😔",20.5845305,-87.346982,neutro,ya no puedo más
53,53,1.08069984438417e+18,alesabinoc,2019-01-03T05:38:15.000Z,Me quiero morir jeje,19.0322295,-98.1542665,positivo,quiero morir
54,54,1.08070548563501e+18,LindaIMendoza,2019-01-03T06:00:40.000Z,Como olvidar cuando el tóxico novio de mi amiga quería acabar con mi vida y a él se le acabo la suya primero,25.8365675,-98.362531,negativo,acabar con mi vida
55,55,1.08070555666132e+18,A_stuartxd,2019-01-03T06:00:57.000Z,"Es lo peor cuando estas jugando SIF y te llegan mensajes al celula, quiero morir porque le subí el LP x4 :^)",21.048719,-87.0316645,negativo,quiero morir
56,56,1.08071208687808e+18,yam2508,2019-01-03T06:26:54.000Z,Si me pagaran un varo por cada  me quiero morir  dicho en este año ya tendría feria para una caguama,25.0326315,-101.166961,negativo,quiero morir
57,57,1.0807126898008e+18,MagalyGz,2019-01-03T06:29:18.000Z,"No puedo seguir guardando esto, jajajajaja el dia de la posada del trabajo de oveed, me saludo un compañero y yo tenia los dedos sucios pq estaba comiendo papas y me limpie en el mantel jajajajaja espero que este año no me vaya ran dlv",26.8782035,-101.220857,positivo,no puedo seguir
58,58,1.08071341889675e+18,Luzci3,2019-01-03T06:32:12.000Z,@Ticketmaster_Me BTS !!!!! 😭😭😭 No quiero morir sin verlos 😭 https://t.co/9lER0NSBaT,19.543933,-99.1642825,negativo,quiero morir
59,59,1.0807173295442e+18,Berenniceeee,2019-01-03T06:47:44.000Z,Ya no puedo más con esta distancia que nos separa..,32.5677445,-97.3861445,negativo,ya no puedo más
60,60,1.08083025254749e+18,Joshup,2019-01-03T14:16:27.000Z,"Muy bonito y todo, pero si todavía no sabes acentuar palabras en pleno 2019, creo que esto no puede seguir..",19.4299345,-99.2115105,negativo,NaN
61,61,1.08083164768205e+18,FerJavier99,2019-01-03T14:22:00.000Z,No puedo seguir asi,25.9219465,-109.1037265,neutro,no puedo seguir
62,62,1.08083242496615e+18,GuillermoArvizu,2019-01-03T14:25:05.000Z,Que extraño ... Maricza a de estar deprimida,25.6502875,-100.366033,negativo,deprimida
63,63,1.08085096288399e+18,ga_br_riel,2019-01-03T15:38:45.000Z,"Les voy a decir el secreto para hacerse mayor y no tener arrugas: 1. Casi no tomar alcohol y sí mucha agua. 2. No desvelarse. 3. No fumar.  Es decir, estar muerto en vida.",28.9698625,-111.498181,negativo,estar muerto
64,64,1.08088218853353e+18,rsulaIguarn2,2019-01-03T17:42:50.000Z,"¿Conoces Motúl? El pueblo donde nació Carrilllo Puerto, hay una rotonda,un museo dónde fue su casa,tiene una plaza preciosa,sus arcos,la iglesia es encantadora y hay un cenote con una cueva impresionante. Los huevos motuleños de doña Evelia,me quiero morir en Motúl❤️",31.452274,-106.568008,positivo,quiero morir
65,65,1.08091704374909e+18,crisonava,2019-01-03T20:01:20.000Z,"Acabo de oír a un niño (entre 5 y 12 años, perdón no sé cómo saber esas cosas) decir: “voy a trabajar para comprsrme un coche con chofer”, y nada, me quiero morir. Que depresión.",19.432836,-99.153366,negativo,quiero morir
66,66,1.08092461328515e+18,Dulcedaml,2019-01-03T20:31:25.000Z,Llevo apenas como una inyección jaja y ya me quiero morir 😭,18.4528265,-91.6332875,negativo,quiero morir
67,67,1.08093906699516e+18,Galvez10,2019-01-03T21:28:51.000Z,@Melydsr Ya no puedo más :(,15.7724675,-90.224221,negativo,ya no puedo más
68,68,1.08094797565077e+18,NSC0P0NI,2019-01-03T22:04:15.000Z,ya no puedo más,25.6417185,-100.2935915,negativo,ya no puedo más
69,69,1.08097206045166e+18,YXimena_U,2019-01-03T23:39:57.000Z,No quiero que se acabe 🏖🏖 !,15.7724675,-90.224221,negativo,quiero que se acabe
70,70,1.08098124455974e+18,MelCortz,2019-01-04T00:16:27.000Z,"Estoy triste por dentro o deprimida no se, solo quiero bañarme y dormir.",20.5845305,-87.346982,negativo,deprimida
71,71,1.08099098890508e+18,Davarq,2019-01-04T00:55:10.000Z,@Claudiashein excelente labor ahora profesionalizar el cuerpo de bomberos sería lo mejor que sea una carrera ser bombero y no una venta de plazas o de mientras encuentro trabajo eso no puede seguir pasando,20.676652,-103.335882,positivo,NaN
72,72,1.0809928627818e+18,mirnarteaga,2019-01-04T01:02:37.000Z,Me equivoqué en la última y me quiero morir pq casi ganaba musho dinero https://t.co/Zqu1xIfbC2,19.439252,-102.1675635,negativo,quiero morir
73,73,1.08099314410196e+18,danielrv83,2019-01-04T01:03:44.000Z,"Lo que más coraje da, es que ese anciano ya va a estar muerto, y los mexicanos no habremos terminado de pagar su pendejada... #NAICM",19.432836,-99.153366,negativo,estar muerto
74,74,1.08099634185625e+18,Monsselopes,2019-01-04T01:16:26.000Z,Te quieres morir ?,26.606662,-109.4365105,neutro,NaN
75,75,1.08099865123584e+18,perks_tre,2019-01-04T01:25:37.000Z,"Ya quiero ir a casa, ya quiero que termine el año (@ Aeropuerto Internacional De Hermosillo (Gral. Ignacio L. Pesqueira) in Hermosillo, Sonora) https://t.co/lmWYuinLft",29.09001236,-111.05190008,positivo,quiero que termine
76,76,1.08100173805477e+18,AlexHiguain10,2019-01-04T01:37:53.000Z,"@RobFernande lo de @Rafael_Rosell no es ningún virus, sigue deprimido por sus @acereros y el desprecio de Antonio Brown!!",25.244223,-103.23313,neutro,deprimido
77,77,1.08100579564537e+18,gvmiguel93,2019-01-04T01:54:00.000Z,De años atrás a ahora he mantenido una conducta autodestructiva porque legítimamente quiero morir pero me da miedo el dolor.,27.8836995,-110.722327,negativo,quiero morir
78,78,1.08100717090325e+18,paulinasotogmz,2019-01-04T01:59:28.000Z,"Se cancela, no me quiero morir😢",25.9219465,-109.1037265,negativo,quiero morir
79,79,1.08101113273803e+18,MandyBopp,2019-01-04T02:15:12.000Z,@ruizhealy diario té veo en tu programa y nunca quiero que termine! Me encanta ! Pero esa Paola queda siempre muy mal xq de todo justifica y protege de manera ciega a AMLO tanto que choca cae gorda tanta parcialidad necia!,19.380613,-99.1614805,negativo,quiero que termine
80,80,1.08101461771812e+18,Arcalim4,2019-01-04T02:29:03.000Z,Y cómo? Sí ya estaré muerto 🤨😆,19.543933,-99.1642825,negativo,NaN
81,81,1.08104220638182e+18,Tigre2Mike,2019-01-04T04:18:41.000Z,Me quiero morir me voy del pais,23.685934,-99.187904,negativo,quiero morir
82,82,1.08104434361876e+18,marcelarubitor2,2019-01-04T04:27:11.000Z,"No quiero que se acabé, no se que sera de mi vida cuando sea el final de la novela lpm   AMOR JULIANTINA",25.6083315,-100.118882,positivo,NaN
83,83,1.0810509788902e+18,oseagoe,2019-01-04T04:53:32.000Z,"Te voy a extrañar, incluso más de lo que extraño cuando hacíamos el amor... pero no puedo continuar sosteniendo algo que se derrumbó hace un par de años y nunca se me ayudó a reconstruir.   Te voy a extrañar, pero hoy toca escribir el punto final.   Sin más.  .",22.3111195,-100.955511,negativo,no puedo continuar
84,84,1.08105697037378e+18,JosGrs,2019-01-04T05:17:21.000Z,Las situaciones en las que me siento deprimido ni twitter las sabe.,20.941035,-89.623611,negativo,deprimido
85,85,1.08107457788585e+18,WilPerejil,2019-01-04T06:27:19.000Z,Cuantas veces te sientes deprimido por la noches y te lamentas en el día; por tener sueño.,15.7724675,-90.224221,negativo,deprimido
86,86,1.08107879634052e+18,auraortizc,2019-01-04T06:44:05.000Z,Ah vale verga la vida me quiero morir porque ahora estaré con la duda de que canción era :'(,19.328383,-99.15234,negativo,quiero morir
87,87,1.08108183802874e+18,Beatrizduartebd,2019-01-04T06:56:10.000Z,Me quiero morir y esta vez no bromeo pinchi 2019 culero me está llendo de la verga y apenas pasaron 3 días bye,32.1893905,-110.9155735,negativo,quiero morir
88,88,1.08108227552424e+18,ItsErickLopez,2019-01-04T06:57:54.000Z,Quiero terminar con todo esto de una vez,25.8073145,-100.3652735,negativo,quiero terminar con todo
89,89,1.08108364397042e+18,MarcoA_Guerrero,2019-01-04T07:03:20.000Z,😂😂😂🤤🤤🤤🤤 ya quiero leer a los puños del Noti Goya y todas esas cuentas..... por años juraron que Ismael Sosa jugaba deprimido en Tigres por que extrañaba a la Rebel mientras el wey paseaba en un Ferrari aquí en MTY.... ya me imagino el mar de lagrimas con Castillo 😂😂,25.6417185,-100.2935915,negativo,deprimido
90,90,1.08111474230182e+18,piavillasenor,2019-01-04T09:06:55.000Z,estás mejor sin mí y cada día me lo demuestras más.,25.7484865,-99.9498315,positivo,mejor sin mí
91,91,1.08112131894534e+18,MannuelAv,2019-01-04T09:33:03.000Z,@fatylovesyou mames hablemos por favor. No puedo seguir así :/,17.964851,-95.8819995,neutro,no puedo seguir
92,92,1.08118439153824e+18,_gabrielaocampo,2019-01-04T13:43:41.000Z,50% de mí no quiere ser mamá joven. 50%de mí no quiere morir de cáncer cérvico-uterino debido a una combinación de hormonas y antecedentes por parte de mi abuela. 100% de mí no ama el preservativo.,18.602857,-99.22533,negativo,NaN
93,93,1.08124410861261e+18,FD_Morales,2019-01-04T17:40:58.000Z,"Mi 2019 empezó de la vrg* , me quiero morir",16.9589495,-99.7356495,negativo,quiero morir
94,94,1.08125387853075e+18,AnthoOlea,2019-01-04T18:19:48.000Z,Sorpresivamente mi celular resucitó después de rodar por las escaleras y estar muerto 3 dias,25.736715,-100.270474,negativo,estar muerto
95,95,1.08125839089287e+18,armandomaiz10,2019-01-04T18:37:43.000Z,@sachadiezs @celegabutti Ya deberían estar muertos,25.9219465,-109.1037265,negativo,estar muerto
96,96,1.08126024934717e+18,caballeroperaza,2019-01-04T18:45:06.000Z,¿Por qué te quieres morir?,16.9589495,-99.7356495,positivo,NaN
97,97,1.08127159103025e+18,CinthyaACS,2019-01-04T19:30:11.000Z,"Ya quiero rosca de reyes ptm, ya no puedo más alaverrgaaaa",19.432836,-99.153366,negativo,ya no puedo más
98,98,1.08128398690165e+18,maurloya,2019-01-04T20:19:26.000Z,"El día que me importe la opinión de los demás, ese día estaré muerto. https://t.co/IawGIhqeyd",20.5845305,-87.346982,neutro,NaN
99,99,1.08128905938381e+18,AuroraPdlv,2019-01-04T20:39:35.000Z,"@yeidckol @kompi1570 Hay que empezar a tomar precauciones, esto no puede seguir.",19.432836,-99.153366,neutro,NaN
100,100,1.08129522514079e+18,GVl2018,2019-01-04T21:04:05.000Z,"Cuando un delito se castiga, su gravedad puede variar y l ley Indica un rango, ej 5-9 años,la media aritmética es 7 años. No puede seguir juicio en libertad y es cárcel sin causión o fianza. Si otro delito varía su condena d 4-6 años,puede ser liberado pagándo pr causión o fianza",19.399101,-99.096496,neutro,NaN
101,101,1.08131423179706e+18,escobargab94,2019-01-04T22:19:37.000Z,Ya no puedo seguir comiendo 😩,19.601414,-90.27714,negativo,no puedo seguir
102,102,1.0813229357706e+18,l_rafita,2019-01-04T22:54:12.000Z,"Pues, he escrito que quiero antes de suicidarme, pensé que sería bueno dejarle mi iPad a mi hermano pero antes debo volver a hacerle Jailbreak.☺️",19.318042,-99.2480095,positivo,suicidarme
103,103,1.08135441741116e+18,PalomaCordov7,2019-01-05T00:59:18.000Z,Ya no puedo más 😔,23.685934,-99.187904,negativo,ya no puedo más
104,104,1.08135853066007e+18,Carosauria14,2019-01-05T01:15:39.000Z,"Ya, no puedo seguir tragando así 🤐 primero Dios el lunes volvemos a la rutina y a comer en horarios normales 🙄",19.432836,-99.153366,negativo,no puedo seguir
105,105,1.08137235173077e+18,javierg1057,2019-01-05T02:10:34.000Z,@AztecaDeportes @losprota @Chivas No quiero morir sin volver a ver a mis pumas en @AztecaDeportes,19.6415715,-99.3911885,positivo,quiero morir
106,106,1.08142381023303e+18,MarcosG_99,2019-01-05T05:35:02.000Z,@fercastillo00 @interface7 @DCHomos No lo uso cuando confío en el conductor o me quiero morir 🐦,25.736715,-100.270474,negativo,quiero morir
107,107,1.08142467002325e+18,wabyymelii,2019-01-05T05:38:27.000Z,Creo que estoy deprimida y súper perdida.,18.059159,-96.083633,negativo,deprimida
108,108,1.08142514555266e+18,montseeperez,2019-01-05T05:40:21.000Z,Estaba deprimida y de pronto busqué música en spotify de miley y subieron todos sus discos🤩 ahora podré seguir deprimida pero escuchando sus rolitas,20.676652,-103.335882,negativo,deprimida
109,109,1.08142843832452e+18,aylinhlopez,2019-01-05T05:53:26.000Z,me quiero morir,20.9365955,-97.409066,negativo,quiero morir
110,110,1.08142922745354e+18,KAISERLECS,2019-01-05T05:56:34.000Z,"Qué hace un hombre cuando se siente Solo? se llena de ira ocultando una gran tristeza, se aísla totalmente porque está cansado... cansado de vivir, de darse cuenta en cada momento que nada tiene sentido... Que todo lo que hagas no tiene valor alguno...",18.0219595,-92.9164995,negativo,cansado de vivir
111,111,1.08143056962654e+18,SorianoNSB,2019-01-05T06:01:54.000Z,@DaliaCPlayer16 Mejor muerta que con bendición! Jajajajaj!!,23.6254185,-102.5580375,positivo,NaN
112,112,1.08144132285301e+18,CarlosMM26,2019-01-05T06:44:38.000Z,Ya no puedo más,20.790657,-103.4847745,negativo,ya no puedo más
113,113,1.0814482806371e+18,olganohemi4,2019-01-05T07:12:17.000Z,"la vas a ver brillar y cuando te des cuenta que ya no es por tí, creeme querido, te vas a querer morir.",22.606039,-98.8030405,negativo,querer morir
114,114,1.08145560723907e+18,danielucho,2019-01-05T07:41:23.000Z,Me mamaría estar muerto y poder seguir tuiteando.,19.318697,-99.3055805,negativo,estar muerto
115,115,1.0814690571723e+18,Diegomorg21,2019-01-05T08:34:50.000Z,Deprimido por ti,25.6766035,-100.196134,negativo,deprimido
116,116,1.08147035413502e+18,Carlos_Lira_P,2019-01-05T08:39:59.000Z,—Me molesta mucho la gente deprimida. *Pone ésta rola en bucle a las 3 de la mañana hasta que shora https://t.co/T1BJQTpoRj,19.399101,-99.096496,negativo,deprimida
117,117,1.08148638371215e+18,LupitaBurgos,2019-01-05T09:43:41.000Z,Ya no puedo más con los temblores 😩😩😩,19.309602,-97.375202,negativo,ya no puedo más
118,118,1.0814921495926e+18,Eduardo_AlSo,2019-01-05T10:06:36.000Z,"Si me besan esos labios, ahí si quiero morir",20.941035,-89.623611,positivo,quiero morir
119,119,1.08150937808637e+18,lopezdiazasc5,2019-01-05T11:15:03.000Z,"@CambraMariana @josecarlos_85 Suscribo en su totalidad, vuestro mensaje y os felicito por tanto y fundado optimismo. Esta frase es de Facundo Cabral:  Cosa rara es el hombre (género); no pide nacer, no sabe vivir y no quiere morir... ¡Cosa rara es el hombre! Buen fin de semana.",20.7152745,-100.4405945,neutro,NaN
120,120,1.08155353638996e+18,titagonz86,2019-01-05T14:10:32.000Z,@lalalu_ X2. Ya quiero que se acabe esta segunda adolescencia.,15.7724675,-90.224221,negativo,quiero que se acabe
121,121,1.08159129410172e+18,_LaloAvila,2019-01-05T16:40:34.000Z,Por qué hay tantísimo mamado en Instagram? No puedo seguir a todos o si? 🤔😏,19.2843215,-99.655676,positivo,no puedo seguir
122,122,1.08160219813458e+18,alirobles,2019-01-05T17:23:53.000Z,"No te quiero perder, que la distancia se devore nuestra miel, y perdamos la fe, no te quiero tener y cuando menos piense perderte otra vez, me duele hasta la piel. Dentro de mí semillas tengo de ti y sin ti pueden querer morir...",24.6624885,-107.3420565,negativo,querer morir
123,123,1.08162784877384e+18,Fer_Siller,2019-01-05T19:05:49.000Z,Pero ellos dicen que es mejor muertos que no juntos.,25.736715,-100.270474,negativo,mejor muerto
124,124,1.08164321968577e+18,SoyJesh,2019-01-05T20:06:54.000Z,"@Uber_MEX Fui víctima de robo por parte de un conductor, ya se encuentra la denuncia en el ministerio público de Cuautitlán Izcalli, sin embargo consideró que una persona así no puede seguir trabajando en Uber.  El conductor es Mariano López Leal. https://t.co/IWYZCy7jUX",19.5645875,-99.269192,neutro,NaN
125,125,1.08164786675671e+18,_NormaLeon,2019-01-05T20:25:22.000Z,Todas mis fotos y recuerdos se borraron de mi iPhone y solo me quede con una receta de sopa de garbanzo. Me quiero morir😭😭😭 https://t.co/q2jVpCXGA7,20.790657,-103.4847745,negativo,quiero morir
